path,validity,family,signed_delta,fraction_below_upper2,gap_region,error
nstxu_204202/N2/egn02w.1705E+02,bad,none,0.7286996297453535,1,below_upper2,
nstxu_204202/N7/egn07w.1291E+02,bad,none,0.991427474188661,1,below_upper2,
nstxu_204202/N5/egn05w.1124E+02,bad,none,0.9999328631848936,1,below_upper2,
nstxu_204202/N5/egn05w.1894E+02,bad,none,0.9765215954738896,1,below_upper2,
nstxu_204202/N6/egn06w.9707E+01,bad,none,0.9982981991841308,1,below_upper2,
nstxu_204202/N7/egn07w.2172E+02,bad,none,0.6852563178239213,0.5692167147829084,below_upper2,
nstxu_204202/N1/egn01w.1226E+02,bad,none,0.9563252622666907,1,below_upper2,
nstxu_204202/N6/egn06w.1097E+02,bad,none,0.9965707003403279,1,below_upper2,
nstxu_204202/N4/egn04w.5638E+01,bad,none,0.9957365930074421,1,below_upper2,
nstxu_204202/N10/egn10w.2918E+02,bad,none,0.8543932150579455,0.9264787100425843,below_upper2,
nstxu_204202/N8/egn08w.1612E+02,bad,none,0.999824861244194,1,below_upper2,
nstxu_204202/N7/egn07w.1301E+02,bad,none,0.9945012757690501,1,below_upper2,
nstxu_204202/N6/egn06w.2649E+02,bad,none,0.6069763693189608,0.5557374937604969,below_upper2,
nstxu_204202/N10/egn10w.7180E+01,bad,none,0.9736452933042923,1,below_upper2,
nstxu_204202/N3/egn03w.2774E+02,bad,none,0.9630154861743164,0.9946459377668923,below_upper2,
nstxu_204202/N9/egn09w.3315E+02,bad,none,0.9631822445594498,0.9982478186715938,below_upper2,
nstxu_204202/N10/egn10w.1123E+02,bad,none,0.9713837050685223,1,below_upper2,
nstxu_204202/N4/egn04w.2111E+02,bad,none,0.6213810155713898,1,below_upper2,
nstxu_204202/N10/egn10w.9591E+01,bad,none,0.9915407360211095,1,below_upper2,
nstxu_204202/N3/egn03w.5199E+01,bad,none,0.9989507932293066,1,below_upper2,
nstxu_204202/N1/egn01w.2735E+02,bad,none,0.3631156250370606,1,below_upper2,
nstxu_204202/N7/egn07w.1316E+02,bad,none,0.9988221954688153,1,below_upper2,
nstxu_204202/N1/egn01w.4413E+02,bad,none,-0.07886722326192833,0.6482837153739721,below_upper2,
